Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-FG-8187-01	TCGA-P5-A72X-01	TCGA-CS-4938-01	TCGA-S9-A6U8-01	TCGA-E1-A7Z6-01	TCGA-HT-7680-01	TCGA-S9-A7R3-01	TCGA-HT-8108-01	TCGA-HT-7473-01	TCGA-TQ-A7RP-01	TCGA-E1-A7Z4-01	TCGA-DB-A4X9-01	TCGA-HT-7611-01	TCGA-DU-8161-01	TCGA-RY-A845-01	TCGA-E1-A7YD-01	TCGA-DB-A64O-01	TCGA-TM-A84T-01	TCGA-HT-7479-01	TCGA-E1-A7YM-01	TCGA-FG-6691-01	TCGA-TQ-A7RJ-01	TCGA-HW-7493-01	TCGA-DU-5853-01	TCGA-DB-A64X-01	TCGA-DB-5280-01	TCGA-S9-A6U9-01	TCGA-HT-7485-01	TCGA-DU-A76K-01	TCGA-P5-A5EV-01	TCGA-DU-8165-01	TCGA-QH-A870-01	TCGA-P5-A5EW-01	TCGA-HT-A74J-01	TCGA-HT-7854-01	TCGA-FG-A70Y-01	TCGA-FG-A60J-01	TCGA-DU-A7TI-01	TCGA-VM-A8C8-01	TCGA-DB-A4XC-01	TCGA-P5-A5F2-01	TCGA-S9-A6WG-01	TCGA-HT-7608-01	TCGA-QH-A6CS-01	TCGA-HT-A5R5-01	TCGA-DH-5143-01	TCGA-TQ-A7RV-01	TCGA-FG-A711-01	TCGA-CS-5395-01	TCGA-E1-A7Z2-01	TCGA-WH-A86K-01	TCGA-06-5859-01	TCGA-06-1804-01	
Deletion Peak 15 - CN values	8q24.3  	chr8:6967891-145138636(probes 763172:842793)        	chr8:143679241-145138636(probes 842693:842793)    	chr8:143312942-145138636(probes 842591:842793)    	0.006109	   0.006109		Actual Copy Change Given	0.012237	0.00069327	-0.00016098	0.022164	0.037072	0.0034598	-0.0044718	0.03031	-0.66513	-0.0022168	0.0081959	-0.017254	0.0095924	0	-0.0096806	-0.59906	0.0093098	0.74005	0.52272	0.057939	0.55337	0.1006	0.00027728	0.0076392	-1.001	-0.032723	0.017544	0.030451	-0.0011087	-0.010094	-0.12056	0.0029133	0.011679	0.74994	0.011824	-0.70005	-0.015761	0.53344	-0.86034	0.0073004	0.13569	0.17135	-0.010508	-0.00027724	0.026935	0.27631	0.72433	0.043157	-0.089964	-0.0019346	0.0075	-0.0013858	-0.00092839	
Deletion Peak 16 - CN values	9p24.2  	chr9:1-9822052(probes 842794:848438)                   	chr9:3824005-4154147(probes 844857:845236)            	chr9:3986124-3990091(probes 845047:845048)            	0.12648	    0.12506		Actual Copy Change Given	0.010146	-0.0060904	0.00011627	-0.00027724	0.28739	2.6627e-05	-0.67737	-0.5428	-0.01106	-0.20212	-0.057385	-0.0022168	-0.0076061	-0.4309	0.0091705	-0.54683	-0.10211	-0.0043393	-0.013843	-0.28144	0.0010218	-0.038578	-0.085324	0.0023581	-0.23863	-0.0095426	0.0016139	-0.10998	0.017124	-0.6384	0.37533	-0.10788	-0.01037	-0.20887	0.0011145	-0.026773	0.033388	-0.033405	-0.3085	-0.63211	-0.7537	-0.083965	0.0040243	0.0091705	-0.00027724	-0.0037395	-0.64019	-0.47923	-0.81917	-0.0098132	-0.2636	-0.79945	-0.83847	
Deletion Peak 17 - CN values	9p21.3  	chr9:21865499-22448738(probes 856551:856921)        	chr9:21959053-21977194(probes 856602:856603)        	chr9:20625230-24087242(probes 855657:858024)        	1.6268e-05	 1.6268e-05		Actual Copy Change Given	0.010146	-0.0060904	0.00011627	-0.00027724	0.28739	0.0031821	-0.66573	-0.5428	-0.01106	-0.20212	-0.067592	-0.0022168	-0.0076061	-0.4309	0.0091705	-0.54603	-0.10211	-0.00055444	-0.013843	-0.48817	0.0010218	-0.038578	-0.085324	0.0023581	-0.25249	0.010006	-0.0038779	-0.10998	-1.0568	-0.6384	0.37844	-0.10788	-0.01037	-0.20887	0.0011145	-0.61541	0.033388	-0.0049844	-0.29579	-0.61819	-0.73363	-0.0092361	0.0040243	0.0091705	-0.00027724	-0.0037395	0.0029133	-0.47923	-1.2929	-1.2231	-0.2636	-1.2929	-0.83233	
Deletion Peak 18 - CN values	10p11.23	chr10:18043064-31189649(probes 924987:934136)      	chr10:29452672-29744693(probes 932746:932979)      	chr10:29559256-29561469(probes 932823:932824)      	0.1499	     0.1494		Actual Copy Change Given	0.010982	0.50411	-0.0039838	0.0011093	-0.0020784	0.0015166	0.0036831	0.003191	0.6885	-0.25164	-0.0022168	-0.0023553	0.18996	-0.5352	0.083937	-0.59663	-0.51784	0.008892	0.44542	-0.49986	0.075703	0.16625	0.71999	0.0036076	0.30314	-0.019314	-0.0031871	0.01433	-0.53926	-0.020687	-0.76021	-0.017803	0	0.02806	0.0020857	0.64003	-0.0098383	0.0043021	0.44596	0.086025	-0.015741	-0.0037242	0.010703	-0.33295	0.0051359	0.021744	0.60503	0.008892	-0.82154	-0.72641	0.78582	-0.87689	-0.89569	
Deletion Peak 19 - CN values	10q23.31	chr10:87746731-88274281(probes 964996:965496)      	chr10:87817455-87866711(probes 965038:965066)      	chr10:87742067-87881543(probes 964992:965097)      	0.006109	   0.006109		Actual Copy Change Given	0.010982	-0.0065091	0.0017638	0.0011093	0.00034175	-0.0019167	0.0036831	-0.46138	-0.041431	-0.24727	-0.10933	-0.0023553	-0.0016588	-0.5352	0.003191	-1.2929	-1.0503	0.008892	-2.8496e-05	-0.49986	-0.0011894	-0.01037	0.014051	0.0036076	0.022024	0.010006	0.0026357	0.01433	-0.53926	-0.018902	-0.76021	0.0095883	0	-0.00097017	0.00056533	0.001327	0.0090113	-0.076412	0.0095883	-0.0028309	-0.32263	-0.0037242	0.010703	-0.33295	0.0051359	0.0012481	-0.0089505	0.008892	-0.82154	-0.72711	0.0081959	-0.82562	-0.85215	
Deletion Peak 20 - CN values	10q26.3 	chr10:133366292-133381385(probes 994150:994155)  	chr10:133370502-133376853(probes 994151:994152)  	chr10:111233395-133797422(probes 979396:994170)  	5.3445e-06	 5.3445e-06		Actual Copy Change Given	0.00458	-0.045093	-0.0057172	-0.0063457	-0.0027707	-0.00056334	-0.92387	-0.46515	-0.78041	-0.24727	-0.14273	-0.0023553	-0.004868	-0.54997	0.003191	-0.58892	-0.51835	-0.0077482	-2.8496e-05	-0.48785	-0.0011894	-0.20759	-0.034359	-0.10886	0.022024	-0.031223	-0.018998	-0.76111	-0.56694	-0.085059	-0.76021	-0.075612	0	-0.063032	-0.00074021	-0.030599	-0.028784	-0.079609	-0.030131	-0.0028309	-0.38605	-0.0037242	0.010703	-0.33295	0.0051359	0.0012481	-0.041838	-0.71951	-0.8325	-0.746	-0.37685	-1.2124	-1.2929	
Deletion Peak 21 - CN values	11p15.5 	chr11:1307683-1472378(probes 994419:994465)          	chr11:1381972-1472378(probes 994452:994465)          	chr11:1-12262380(probes 994171:1001278)              	0.0019055	  0.0019055		Actual Copy Change Given	0.022304	-0.095	-0.011495	-0.005403	0.039054	0.011252	0.0042388	0.0095883	-0.0033243	0.00041593	0.0092932	0.00097064	-0.077124	0.0016642	-0.015993	0.40344	0.016845	-0.023745	-0.001282	0.0076392	0.001803	-0.40351	-0.7449	-0.63897	-0.45544	0.0063871	-0.0018988	-0.22834	-0.005814	0.014749	-0.43843	-0.069867	0.0048659	0.011121	-0.00027204	0.00021756	-0.0019597	-0.11077	-0.0067813	-0.10702	-0.033541	0.0026257	0.013353	0.0065617	-0.003623	0.006109	-0.31937	-0.18383	-0.11665	-0.035988	-0.82497	0.51978	0.015489	
Deletion Peak 22 - CN values	13q14.2 	chr13:48301193-48490671(probes 1166571:1166801)    	chr13:48301617-48486701(probes 1166572:1166799)    	chr13:48372296-48375781(probes 1166686:1166687)    	0.011251	   0.060338		Actual Copy Change Given	-0.023292	0.0029133	-0.0066654	-0.014641	-0.034053	-0.0041634	-0.0041861	-0.043466	0	-0.0029091	-0.10749	-0.0088349	0.34405	-0.04048	-0.0080244	-0.543	0	-0.015466	-0.024963	-0.31085	-0.0123	-0.16166	-0.032587	-0.32519	-0.29225	0.0037465	-0.011065	-0.0076861	-0.0085766	-0.035312	-0.38372	-0.0018014	-0.048883	-0.037898	-0.0016577	-0.69807	-0.82588	-0.27631	0	-0.033079	-0.011749	-0.00028723	-0.04211	0	-0.0050519	-0.034166	-0.03095	-0.005261	0.0015492	-0.0319	-0.055095	-0.79628	-0.83975	
Deletion Peak 23 - CN values	13q14.3 	chr13:51065665-51342030(probes 1167604:1167787)    	chr13:51220277-51255201(probes 1167705:1167727)    	chr13:49325233-54309230(probes 1167306:1169338)    	0.0072293	   0.039307		Actual Copy Change Given	-0.023292	0.0029133	-0.0066654	-0.014641	-0.034053	-0.0041634	-0.0041861	-0.043466	0	-0.0029091	-0.10749	0.0072217	-0.76979	-0.04048	-0.0080244	-0.543	0	-0.015466	-0.024963	-0.31085	-0.0123	-0.30134	-0.032587	-0.32519	-0.29225	0.0037465	-0.011065	-0.0076861	-0.0085766	-0.035312	-0.36853	-0.0018014	-0.048883	-0.037898	-0.0016577	-0.69807	-0.82588	-0.34847	0	-0.033079	-0.011749	-0.00028723	-0.04211	0	-0.0050519	-0.034166	-0.03095	-0.005261	0.0015492	-0.0319	-0.055095	-0.79628	-1.035	
Deletion Peak 24 - CN values	13q34   	chr13:110511187-110617924(probes 1203542:1203628)	chr13:110522898-110563787(probes 1203554:1203596)	chr13:110540161-110541922(probes 1203576:1203577)	0.065228	   0.061252		Actual Copy Change Given	-0.023292	0.0029133	-0.0066654	-0.014641	-0.028218	-0.0041634	0.0095248	-0.015604	0	-0.0029091	0.015028	-0.0106	0.52311	-0.04048	-0.0047079	-0.57496	0	0.72678	-0.024963	-0.0069195	-0.0123	-0.1712	-0.0078863	0.29915	0.059794	0.0037465	-0.0077482	0.0095883	-0.020412	-0.07361	-0.37932	-0.029584	-0.048883	-0.0030475	-0.0016577	-0.010568	-0.90245	0.095061	-0.00056299	-0.033079	0.016293	-0.0052658	-0.053071	0	-0.0038779	-0.034166	-0.010784	-0.005261	0.00083195	-0.0319	-0.059538	-0.85838	-1.0138	
Deletion Peak 25 - CN values	14q31.1 	chr14:53151211-107043718(probes 1223026:1255632)  	chr14:81440726-81625736(probes 1240910:1241017)    	chr14:81408530-82057573(probes 1240887:1241292)    	0.14996	     0.1494		Actual Copy Change Given	-0.033541	-0.0050371	-0.81837	0.0012481	-0.0037503	-0.0029437	-0.66112	-0.010757	0.0024969	0.0016642	-0.16064	-0.0012473	0.0013908	-0.54047	0.0056919	-0.56057	-0.53348	0.0030522	0.0057836	-0.49548	0.0020805	0.0069435	0.0041632	-0.0049844	0.029184	0.011818	0.0056919	0.0070826	-0.00055444	-0.64137	-0.73143	-0.69667	0.0012481	0.015028	0.00028248	0.0060491	0.045829	-0.033541	-0.38504	-0.00075329	-0.8283	-0.014651	-0.0089906	-0.33237	0.0023581	-0.29272	-0.035993	0.0043021	-0.0016629	-0.72945	0.0097276	-0.81704	-0.85386	
Deletion Peak 26 - CN values	17q11.2 	chr17:30999718-31853938(probes 1354203:1354624)    	chr17:31288984-31577692(probes 1354323:1354449)    	chr17:29604995-31728738(probes 1353693:1354552)    	0.006109	   0.006109		Actual Copy Change Given	0.071535	-0.025072	0.010123	0.008892	-0.0022168	-0.0034716	-0.014704	-0.010094	0.0012481	-0.26023	-0.0071958	0.0044737	0.004723	-1.0271	0.014888	0.49683	0.023566	-0.0049844	-0.0080527	0.033127	0.019083	-0.61403	-0.010232	0.013492	-0.020549	-0.024524	0.031558	0.00318	-0.0096806	-0.77107	-0.21515	0.0024969	0.0094491	0.018523	0.0038906	0.0024371	-0.28229	-0.0020784	0.0070826	-0.0057359	0.015447	-0.010518	0.056085	-0.29981	0.0076392	0.0068044	0.0084743	0.013353	-0.067458	-0.0063873	0.0011093	-0.020687	0.022948	
Deletion Peak 27 - CN values	19q13.32	chr19:43846567-58335779(probes 1441963:1448204)    	chr19:45729615-46217066(probes 1442893:1443119)    	chr19:45614772-49346943(probes 1442866:1444454)    	0.014547	   0.061252		Actual Copy Change Given	-0.62674	-0.017803	0.0066429	-0.034495	-0.0012473	0.0079086	-0.88391	-0.014228	0.0077783	0.2355	-0.26396	0.0081959	0.0059095	0.045849	0.0086135	-0.070135	0.027778	-0.021365	0.01179	0.032422	0.021183	-0.08413	-0.016154	-0.12797	-0.014293	-0.036674	0.0017193	0.0093098	0.43344	-0.76868	0.037217	-0.72283	0.0024969	0.0086135	0.0055581	-0.014012	-0.050525	-0.0044312	-0.37098	-0.02431	-0.84755	-0.028501	-0.7055	0.018523	0.0036076	0.0081959	-0.026167	-0.73363	0.61988	-0.035035	-0.033541	-0.86066	0.0093518	
Deletion Peak 28 - CN values	19q13.43	chr19:9361061-58617616(probes 1426825:1448221)      	chr19:55639134-58349319(probes 1446731:1448210)    	chr19:51677575-58617616(probes 1445445:1448221)    	0.0071779	   0.066781		Actual Copy Change Given	-0.62674	-0.017803	0.0066429	-0.034495	-0.0012473	0.0079086	-0.022669	-0.014228	0.0077783	0.2355	-0.26702	0.0081959	0.0077824	0.045849	-0.19062	0.020483	0.027778	-0.8264	-0.13603	0.047775	0.021183	-0.08413	-0.016154	-0.12797	-0.014293	-0.036674	0.0017193	0.0093098	0.43344	-0.76868	0.037217	-0.72283	0.0024969	-0.24204	0.0055581	-0.014012	-0.050525	-0.0044312	-0.37098	-0.02431	-0.85144	-0.028501	-0.7522	0.018523	0.0036076	0.0081959	-0.012851	-0.73363	0.61988	-0.035035	-0.033541	-0.59711	0.0093518	
Deletion Peak 29 - CN values	21q21.1 	chr21:1-20744784(probes 1486180:1490514)           	chr21:18211244-18268240(probes 1488848:1488851)    	chr21:18111411-18364582(probes 1488748:1488922)    	0.1494	     0.1494		Actual Copy Change Given	-0.0053992	0	0.0048355	0.0023581	-0.0080244	-0.0072046	0.00035268	0.0029148	-0.35704	0.00055459	-0.30604	0.0015255	0.0051399	-0.54159	0.010842	-0.0071958	-0.0042929	0	-0.025374	0.022304	0.003191	0.053948	-0.0036011	0.00041593	-0.0027707	-0.0023553	0.00097064	-0.00027724	0.46793	-0.53449	-0.2446	-0.04048	-0.19249	-0.020138	0.0082011	-0.010705	-0.8486	0.00097064	-0.0084385	-0.00089186	-0.0016629	-0.0091386	-0.011639	0.012934	0.0013223	-0.0030475	0.0015255	-0.89825	-0.0099565	0.0016695	0.019643	0.031295	0.032464	
