Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-DB-5279-01	TCGA-DB-A4XG-01	TCGA-S9-A6U2-01	TCGA-VM-A8CA-01	TCGA-DU-8168-01	TCGA-EZ-7264-01	TCGA-S9-A6TZ-01	TCGA-W9-A837-01	TCGA-E1-A7YO-01	TCGA-P5-A5F0-01	TCGA-FG-8182-01	TCGA-CS-5393-01	TCGA-DU-8162-01	TCGA-TQ-A7RO-01	TCGA-HT-8010-01	TCGA-CS-5396-01	TCGA-CS-6669-01	TCGA-TM-A7C4-01	TCGA-DU-7300-01	TCGA-HT-8113-01	TCGA-DU-A76R-01	TCGA-CS-5390-01	TCGA-DU-6410-01	TCGA-DU-A7TG-01	TCGA-DB-A4XH-01	TCGA-HT-7688-01	TCGA-CS-6668-01	TCGA-P5-A5F6-01	TCGA-DU-7309-01	TCGA-E1-5307-01	TCGA-E1-A7Z3-01	TCGA-HW-7491-01	TCGA-R8-A6MK-01	TCGA-DB-A64W-01	TCGA-TQ-A7RQ-01	TCGA-DH-A7UU-01	TCGA-FG-8181-01	TCGA-VM-A8CB-01	TCGA-TM-A84O-01	TCGA-HW-8322-01	TCGA-DU-7009-01	TCGA-HT-A5R7-01	TCGA-TM-A7C5-01	TCGA-DU-A7TC-01	TCGA-S9-A7QZ-01	TCGA-HT-7603-01	TCGA-DB-A4XE-01	TCGA-S9-A89V-01	TCGA-HT-8019-01	TCGA-HT-7881-01	TCGA-P5-A77X-01	TCGA-HW-8319-01	TCGA-HT-7474-01	TCGA-FG-7641-01	TCGA-DU-7018-01	TCGA-P5-A5F4-01	TCGA-S9-A6WI-01	TCGA-RY-A847-01	TCGA-HT-8015-01	TCGA-DU-6393-01	TCGA-HT-7605-01	TCGA-P5-A72Z-01	TCGA-HT-7856-01	TCGA-WY-A85A-01	TCGA-HT-8012-01	TCGA-RY-A843-01	TCGA-FG-5962-01	TCGA-DB-A64L-01	TCGA-FG-A713-01	TCGA-DU-6397-01	TCGA-TM-A84G-01	TCGA-HW-A5KJ-01	TCGA-HT-7695-01	TCGA-DU-5849-01	TCGA-TM-A84H-01	TCGA-DU-6394-01	TCGA-TM-A84R-01	TCGA-HT-7476-01	TCGA-HT-8109-01	TCGA-S9-A6WH-01	TCGA-HT-7470-01	TCGA-HT-7475-01	TCGA-S9-A6TY-01	TCGA-HT-A619-01	TCGA-P5-A77W-01	TCGA-P5-A733-01	TCGA-F6-A8O3-01	TCGA-DU-8164-01	TCGA-DU-A6S6-01	TCGA-E1-A7YS-01	TCGA-DU-5874-01	TCGA-HW-7487-01	TCGA-HT-A616-01	TCGA-HT-7687-01	TCGA-HT-7681-01	TCGA-HT-7877-01	TCGA-F6-A8O4-01	TCGA-HT-7880-01	TCGA-WY-A859-01	TCGA-VW-A7QS-01	TCGA-FG-8189-01	TCGA-DU-A6S8-01	TCGA-HT-7610-01	TCGA-IK-8125-01	TCGA-DU-7302-01	TCGA-HT-7480-01	TCGA-DB-A4XB-01	TCGA-QH-A6CZ-01	TCGA-HT-7607-01	TCGA-HT-A5RB-01	TCGA-E1-5311-01	TCGA-HT-A5R9-01	TCGA-HT-8105-01	TCGA-HT-7874-01	TCGA-HT-8107-01	TCGA-DB-5270-01	TCGA-P5-A5EZ-01	TCGA-P5-A781-01	TCGA-HW-7495-01	TCGA-DB-A64R-01	TCGA-QH-A6CY-01	TCGA-DH-A7UR-01	TCGA-HT-8558-01	TCGA-DU-A7T6-01	TCGA-HT-7694-01	TCGA-FG-A4MT-01	TCGA-HW-7489-01	TCGA-FG-7643-01	TCGA-S9-A7IQ-01	TCGA-TM-A7CF-01	TCGA-E1-A7YY-01	TCGA-E1-5318-01	TCGA-DU-A6S3-01	TCGA-HT-7875-01	TCGA-S9-A6WL-01	TCGA-06-0221-01	
Amplification Peak  4 - CN values	7q11.23 	chr7:74240772-74313009(probes 715511:715534)        	chr7:74242146-74308763(probes 715512:715533)        	chr7:74242146-74323736(probes 715512:715536)        	0.14469	   0.17933		Actual Copy Change Given	0.032281	0.018103	0.055731	-0.022744	0.013353	0.0011093	0.0095883	0.097397	0.021043	0.82568	0.0022931	0.0011093	0.33092	0.017318	-0.001773	0.20989	-0.0035275	-0.030596	0.0072217	-0.0018014	0.17064	0.10377	0.83648	-0.00027724	0.010424	0.016985	0.10235	-0.90942	-0.018924	-0.024251	-0.055634	-0.06719	0.10293	0.0093098	0.028481	-0.034223	0	0.004719	0.07369	-0.0020784	0.071104	-0.16061	0.021043	-0.01904	0.010424	0.0023581	0.77483	0.0066814	-0.00027724	-0.0008316	0.084932	0.0027745	0.007033	-0.0022168	0.034113	-0.021373	-0.0056757	0.00013863	-0.00094532	0.045282	0.033408	0.052383	0.0030653	-0.027124	0.093341	-0.00034204	0.20091	0.019083	0.00041593	0.098851	0.0467	0.10212	0.080168	0.0054975	0.67715	0.10862	0	-0.02603	0.031718	0.096513	0.033972	-0.005261	0.79316	0.77022	0.010424	-0.0068817	0.021603	0.00458	0.0024969	0.021884	0.072445	0	0.68459	0.13687	0.0013868	-0.00069303	0.00041593	-0.0029091	-0.062764	0.10045	-0.00050007	0.0058309	0.093766	0.05466	0	0.081177	0.0078372	0.097979	0	-0.048207	0.010006	0.89748	0.16911	0	0.020063	0.52537	-0.024251	0.0026357	-0.0020784	-0.00013447	0	0.027497	-0.0063668	0.024127	0.0029133	0.011958	-0.0013858	0.27489	0.43902	0.024689	-0.00027724	0.013492	0.0018829	0.10935	0.0072217	3.6569	
Amplification Peak  5 - CN values	7q21.2  	chr7:92122620-92901034(probes 724058:724635)        	chr7:92453841-92900585(probes 724207:724634)        	chr7:92127066-93652404(probes 724059:725033)        	0.0026601	 0.0026601		Actual Copy Change Given	-0.011887	-0.028218	-0.024728	-0.022744	0.013353	0.0011093	0.045849	0.00055459	-0.016979	0.82568	0.0022931	0.0011093	0.0019416	0.017318	-0.001773	0.1511	-0.0035275	0.62624	0.0072217	-0.0018014	0.17755	0.060765	0.83667	-0.00027724	0.010424	0.075703	-0.026851	-0.8964	0.044127	0.014476	0.63646	0.038347	-0.022195	0.0093098	0.028481	0.010982	0	0.004719	-0.0099565	0.75452	0.73379	3.6569	0.021043	0.036935	0.010424	0.0023581	0.88166	0.0066814	-0.00027724	-0.0015243	-0.0076101	0.0027745	0.007033	-0.0022168	0.034113	0.015028	-0.0056757	0.00013863	-0.00094532	-0.034223	-0.010646	-0.018765	0.0052749	0.0087528	-0.02643	0.0065598	0.27537	-0.020001	0.00041593	-0.0094046	-0.018642	0.80947	-0.0092666	0.80124	0.73645	-0.017529	0	0.024408	-0.010646	0.096513	0.033972	2.1658	0.79316	0.77022	0.010424	0.0063871	0.045991	0.00458	0.77445	0.021884	-0.012391	0	0.68459	0.029466	0.0013868	-0.00069303	0.75013	0.13376	0.05281	-0.014991	-0.00050007	0.0058309	0.45922	0	0	0.0086135	0.0078372	-0.0073339	0	0.025698	0.010006	0.89748	0.084932	0	0.020063	0.52537	0.053948	0.0026357	0.51744	-0.00013447	0	0.027497	-0.0063668	0.024127	0.0029133	0.011958	0.023005	0.27489	0.43902	0.024689	-0.00027724	-0.010094	0.0018829	-0.016017	0.0072217	3.6569	
Amplification Peak  6 - CN values	7q34    	chr7:142554532-142582752(probes 751517:751529)    	chr7:142554631-142581255(probes 751518:751528)    	chr7:142544397-142583340(probes 751516:751531)    	0.0026601	 0.0026601		Actual Copy Change Given	0.020063	0.017684	0.0014581	-0.022744	0.013353	0.0011093	0.068378	0.00055459	0.029466	0.82568	0.77359	0.0011093	0.0070824	0.017318	-0.001773	0.18193	-0.00013862	0.62624	0.0052584	-0.0018014	0.17806	0.060765	0.8697	-0.00027724	0.01419	0.044715	0.011261	0.052952	0.46175	0.010842	0.63646	-0.0062286	0.010146	0.0052749	0.028481	0.010982	0.032704	0.004719	0.048688	0.75045	0.032986	-0.1126	0.021043	0.028481	0.010424	0.0023581	0.87567	0.0066814	-0.00027724	-0.0015243	0.0094491	-0.0041282	0.08358	0.032563	0.028903	0.015028	-0.0056757	0.00013863	-0.00094532	0.014888	0.011121	3.6569	0.0052749	0.0087528	0.013642	0.011261	0.22993	0.015866	0.00041593	0.026514	0.013632	0.8703	0.027778	0.84231	0.71001	0.017824	0	0.016425	0.0093098	0.099579	-0.041567	2.0337	0.79316	0.77022	0.010424	0.79336	0.020203	0.00458	0.85067	0.020203	0.014796	-0.0023372	0.68459	0.053237	0.0013868	-0.00069303	0.75013	0.13376	0.0058309	0.93402	0.0071158	0.0058309	0.45922	0	0	0.042732	0.19123	0.011958	0	3.4114	0.010006	0.89748	0.084932	0	0.020063	0.52762	0.38949	0.01419	0.53977	-0.00013447	0	0.027497	-0.0063668	0.029184	0.0029133	0.011958	0.023005	0.27584	0.43902	0.024689	-0.00027724	0.014051	0.0018829	-0.0033243	0.0072217	0.6926	
Amplification Peak  7 - CN values	8q24.12 	chr8:106806820-145138636(probes 819609:842763)    	chr8:119861979-119927417(probes 827279:827318)    	chr8:110407470-145138636(probes 821682:842763)    	0.043784	  0.043784		Actual Copy Change Given	-0.0024938	-0.010232	-0.018008	0.35218	-0.0019342	-0.0071958	0.0041632	-0.010232	-0.0015243	-0.023699	-0.00034218	0.89668	-0.0036013	-0.011198	-0.0085766	-0.014266	0.0013868	0.11991	-0.011335	-0.0036011	0.0092306	-0.019067	-0.0038779	0.00013863	0.0026357	-0.037045	0.024315	-0.90964	0.017696	0.91561	-0.0013858	0.0051359	-0.014778	-0.011198	0.71904	0.071822	0.00083195	-0.010232	-0.013127	-0.015329	-0.01539	0.18041	-0.0069195	0.85067	0	-0.015723	0.90714	0.016271	-0.0023553	-0.0027707	-0.0018014	0.0023581	0.067324	0	-0.012438	0.87308	-0.0068855	-0.0065766	0.00041593	-0.042184	-0.020412	-0.0063668	-0.0016629	0.012795	-0.01848	-0.005814	0.25012	-0.010508	-0.0031859	0.043582	-0.015604	-0.051991	0.0073609	-0.0040634	1.298	-0.0069195	-0.00097017	0.65958	-0.0044312	0.13362	-0.055229	2.0429	0.75051	0.00027728	-0.0015243	0.048262	0.0020805	-0.015879	0.023005	0.0087528	-0.010461	0.00069327	2.9154	-0.013127	0.0087528	-0.0060904	0.081899	0.00041593	0.0086135	-0.020028	-0.0021838	-0.0011087	0.1492	-0.0023257	-0.0022168	0.011261	0.91469	0	-0.026577	0.015308	-0.0015243	-0.0077482	-0.0047079	0.03863	-0.0088667	0.031583	1.4025	-0.0034627	0	0	-0.0033243	-0.066252	-0.0073339	0.28263	-0.0011087	0.36362	0.10818	-0.005261	0	0.43412	0.16325	0.0013868	0	-0.0047079	0.0019418	0.043723	
Amplification Peak  8 - CN values	12p13.32	chr12:3912358-3955080(probes 1074068:1074103)        	chr12:3914145-3954989(probes 1074069:1074102)        	chr12:3846339-3962102(probes 1074013:1074112)        	0.047886	  0.047886		Actual Copy Change Given	-0.43583	0.040609	0.037855	-0.006505	0.00013863	0.11228	0.10205	0.049114	0.042449	0.036088	0.27577	0.1492	0.011853	0.035524	0.0040243	0.040004	-0.0042448	0.065799	0.020763	0.00013863	-0.34785	0.036483	-0.0028478	-0.00013862	-0.35662	0.049824	0.057226	0.027216	0.0072003	0.0013868	-0.019726	-0.0053992	0.068952	-0.0026107	0.035806	0.042166	-0.0016629	0.037782	0.041175	0.0072217	0.042874	0.085076	-0.0045695	-0.024798	0.041317	-0.00097017	0.42083	-0.23081	0	0.0024969	0.037359	-0.039258	0.0087031	0.0040243	0.0055529	-0.056577	0.020194	0.021183	-0.00011066	0.061508	0.027357	0.038206	-0.00013862	0.0079175	0.047988	0	-0.048342	0.043723	0.0038854	0.044432	0.036512	0.047552	0.03214	0.044242	-0.0022168	0.039619	0	0.010982	0.0030522	0.016845	0.037217	0.0044411	0.048972	0.020514	0.0081959	-0.012162	0	0.034536	-0.29922	0.60214	0.027967	0.021326	0.02806	0.040892	0.039761	0.0069435	-0.0029091	-0.00013862	0.36625	0.054091	0.0043353	-0.010759	0.016286	0.024829	0.0026357	0.035806	0.96667	-0.069198	0.0036076	0.0023581	0.031295	-0.0020784	0.0093098	0.0011093	-0.0039377	0.0282	0.045566	0.029763	0.037924	0.041604	0.00041593	-0.012576	0.00045646	0.053521	0.0033299	0.010407	0.17272	-0.0069195	0.030451	0.013161	0.0011093	0.034536	0.035806	0.047694	0.0028687	3.3968	
Amplification Peak  9 - CN values	12p12.1 	chr12:21305867-21740314(probes 1084466:1084754)    	chr12:21306943-21735358(probes 1084467:1084753)    	chr12:21306943-21741607(probes 1084467:1084756)    	0.16518	   0.16518		Actual Copy Change Given	-0.43583	-0.0038779	-0.0096097	-0.006505	0.00013863	-0.00041585	0.011958	0	-0.0088227	-0.014228	0.53178	0.081899	0.011853	-0.0037395	0.0040243	0.0073221	-0.00041585	0.065799	-0.0013858	0.00013863	-0.34785	-0.011366	-0.0028478	-0.00013862	-0.3409	0.090865	-0.0027707	0.027216	0.0072003	0.0013868	-0.019726	0.026514	-0.0045695	-0.0026107	-0.0060904	-0.015329	-0.0016629	0.010146	-0.0066432	0.0072217	-0.0041546	-0.052936	-0.0045695	0.012237	-0.0011087	-0.00097017	0.40527	-0.23081	0	0.0024969	0.0030522	-0.039258	0.0087031	0.0040243	0.0055529	-0.056577	-0.00097017	-0.0089906	-0.00011066	-0.0040162	-0.0090564	-0.0056757	-0.00013862	0.0079175	-0.00608	0	-0.0078863	0.003191	0.0038854	-0.0016629	-0.79911	-0.00027724	-0.013127	-0.0014331	-0.0022168	-0.0083005	0	0.010982	0.0030522	0.016845	0.033267	0.04812	-0.0023553	0.0019935	0.0081959	-0.012162	0	-0.0094046	-0.33468	-0.43474	-0.016932	0.005771	-0.0063459	-0.0034627	-0.0036011	0.0069435	-0.0029091	-0.00013862	0.18904	-0.0095426	0.0043353	-0.010759	-0.0032011	0.0016642	0.0026357	-0.0081624	-0.0013272	-0.069198	0.0036076	0.0023581	0.0022193	-0.0020784	0.0093098	0.0011093	-0.0039377	0.0282	-0.63595	-0.0092666	-0.0038779	-0.0041504	0.00041593	-0.012576	0.00045646	0.01419	0.0033299	0.010407	0.046133	-0.0069195	-0.0059522	0.013161	0.0011093	-0.00069303	-0.00097017	0.0011093	-0.0055375	3.6569	
Amplification Peak 10 - CN values	12q14.1 	chr12:57588472-57874872(probes 1102531:1102658)    	chr12:57588598-57874203(probes 1102532:1102657)    	chr12:57477508-57980541(probes 1102478:1102713)    	0.0026601	 0.0026601		Actual Copy Change Given	-0.43583	0.063509	0.050323	-0.006505	0.0022193	-0.0045695	0.011958	0.052383	0.059223	0.046417	0.0054877	-0.00027724	0.011853	0.044857	0.0040243	-0.0039164	-0.00041585	-0.015604	-0.0013858	0.00013863	-0.34694	0.041713	0.0076392	-0.00013862	-0.3409	-0.2654	0.078582	0.099579	0.012355	0.0013868	-0.019726	-0.039937	0.05908	-0.0022168	-0.0040162	-0.015329	-0.0016629	-0.92555	0.053806	0.0072217	-0.007472	-0.5067	-0.0045695	0.020903	-0.0094046	-0.00097017	-0.0013858	-0.23081	0	0.0024969	0.0026357	-0.039258	-0.15827	0.0040243	0.0055529	-0.57368	-0.00097017	0.040609	-0.00011066	0.063652	0.05025	0.031999	-0.00013862	0.0079175	0.059234	0	-0.040752	-0.0088526	0.0013868	0.060794	0.0080567	0.046842	0.051245	0.045659	-0.0022168	0.069812	0	-0.017803	-0.0081624	0.016845	-0.20535	-0.0091286	0.070099	-0.0059522	0.0081959	-0.012162	0.0026357	-0.015054	-0.27846	-0.43474	-0.0060433	0.005771	-0.0063459	-0.012508	0.040751	0.0069435	-0.0029091	-0.00013862	-0.73152	0.071104	0.0043353	-0.011749	-0.0032011	-0.0066432	0.00056371	-0.006505	-0.0013272	-0.086386	0.0036076	0.0023581	-0.0038779	-0.0020784	0.0093098	0.0011093	0.0026357	-0.0071958	3.0929	0.032422	-0.0051227	0.072257	0.00020943	-0.0083005	0.00045646	0.01419	0.0033299	0.010407	-0.0040162	-0.0008316	0.012516	-0.091949	0.0011093	1.6437	-0.00097017	0.063652	-0.0055375	3.6569	
Amplification Peak 11 - CN values	12q24.32	chr12:127511715-128242569(probes 1145821:1145967)	chr12:127512472-128240943(probes 1145822:1145966)	chr12:127512472-128244697(probes 1145822:1145969)	0.12501	   0.13135		Actual Copy Change Given	-0.43463	0.044715	0.046064	-0.006505	-0.015054	-0.00041585	-0.021098	0.020354	0.015308	0.021323	0.046776	-0.00027724	0.0048578	0.0077783	0.0040243	0.035484	-0.00041585	-0.00070759	0.025812	0.00013863	-0.35186	0.030845	-0.0013858	-0.00013862	-0.36476	-0.29473	0.0282	0.016845	-0.027556	0.0013868	-0.019726	0.027919	0.0049969	-0.043331	-0.027475	-0.015329	-0.0016629	-0.0040162	0.0098669	0.023566	0.026654	-0.21849	-0.0045695	-0.027535	0.011539	-0.00097017	-0.088242	-0.22823	0	0.0024969	0.00069327	-0.039258	-0.32058	0.0076392	-0.0084385	-0.18546	-0.00097017	0.0094491	0.00027728	-0.012851	0.032704	0.042732	-0.00013862	-0.0077894	0.047704	-0.000716	-0.052314	0.05466	0.01419	0.015168	0.020763	0.044715	0.010982	0.038864	-0.024388	-0.0040162	0	0.0047326	-0.00097017	0.023847	-0.092874	0.024408	0.0034687	-0.023703	0.0081959	-0.012162	-0.019589	0.036229	-0.33837	-0.45329	-0.016382	0.0027745	-0.0051227	0.0059982	0.027357	0.0069435	-0.0029091	-0.00013862	-0.016979	0.031155	0.0043353	-0.0027707	0.0037465	0.023426	0.00056371	0.020763	0.031637	-0.092742	0.0036076	0.0023581	0.026092	-0.0020784	0.0052749	0.0011093	0.0026357	-0.0071958	-0.36861	0.021603	0.017824	0.019227	0.00020943	-0.015604	0.0013868	0.036088	0.0033299	-0.044551	-0.0040162	-0.0008316	0.019223	0.64836	0.0011093	0.014051	0.010137	0.02525	-0.0055375	3.6569	
Amplification Peak 12 - CN values	12q24.33	chr12:131112318-131237975(probes 1147010:1147087)	chr12:131112324-131237629(probes 1147011:1147086)	chr12:131112324-131238769(probes 1147011:1147089)	0.12501	   0.13287		Actual Copy Change Given	-0.43463	0.044715	0.046064	-0.006505	-0.015054	-0.00041585	-0.021098	0.020354	0.015308	0.021323	0.046776	-0.00027724	0.0048578	0.0077783	0.0040243	0.035484	-0.00041585	-0.00070759	0.025812	0.00013863	-0.35186	0.030845	-0.0013858	-0.00013862	-0.36476	-0.29473	0.0282	0.016845	-0.027556	0.0013868	-0.019726	0.027919	0.0049969	0.0065262	0.053521	-0.015329	-0.0016629	-0.0040162	0.0098669	0.023566	0.026654	-0.21849	-0.0045695	-0.027535	0.011539	-0.00097017	-0.014366	-0.22823	0	0.0024969	0.00069327	-0.039258	-0.32058	0.0076392	-0.0084385	0.2559	-0.00097017	0.0094491	0.00027728	0.029325	0.032704	0.042732	-0.00013862	-0.022332	0.047704	-0.000716	-0.052314	0.05466	0.01419	0.015168	0.020763	0.044715	0.010982	0.038864	-0.024388	-0.0040162	0	0.0047326	-0.00097017	0.023847	-0.11757	0.024408	0.0034687	-0.023703	0.0081959	-0.012162	-0.019589	0.036229	-0.33837	-0.45329	-0.016382	0.0027745	-0.0051227	0.0059982	0.027357	0.0069435	-0.0029091	-0.00013862	-0.016979	0.031155	0.0043353	-0.0027707	0.0037465	0.023426	0.00056371	0.020763	0.031637	-0.092742	0.0036076	0.0023581	0.026092	-0.0020784	0.0052749	0.0011093	0.0026357	0.046559	-0.31424	0.021603	0.017824	0.019227	0.00020943	-0.015604	0.0013868	0.036088	0.0033299	-0.044551	-0.0040162	-0.0008316	0.019223	0.39463	0.0011093	0.014051	0.021858	0.02525	-0.0055375	3.6569	
Amplification Peak 13 - CN values	19p13.3 	chr19:678412-827048(probes 1423724:1423743)            	chr19:684195-826419(probes 1423725:1423742)            	chr19:464682-1033226(probes 1423700:1423777)          	0.016234	  0.016234		Actual Copy Change Given	0.091445	0.13406	0.12292	0.35888	0.08161	0.075271	-0.040888	0.12447	0.13509	0.098706	-0.0028355	0.026233	-0.0036013	0.099433	0.069382	0.096484	0.0058309	-0.032996	0.64579	0.022865	0.082105	0.09824	0.047268	0.039478	0.89588	-0.11142	0.18283	-0.84203	-0.016725	-0.034631	-0.011749	-0.021373	0.1311	0.7756	0.15726	0.52608	0.0073609	0.16775	0.11653	0.6831	0.13376	-0.035176	0.048972	-0.094805	0.13583	0	-0.035176	0.011385	0.015587	0.040185	0.093475	-0.024114	-0.00088105	0.077862	0.067805	-0.029328	0.034677	0.10337	-0.0062286	0.12904	0.10455	0.087245	0.00041593	-0.037626	0.12919	-0.017529	0.21008	0.10687	0.0467	0.13376	0.15114	0.11199	0.098415	0.062889	-0.20187	0.37512	0.009416	-0.017452	0.081755	0.098415	-0.013815	-0.078411	0.17091	0.053806	0.049398	-0.013953	0.018327	1.0563	0.14697	0.11653	0.12525	0.067661	0.017264	0.12005	0.11389	0.062508	-0.028901	0.0013868	-0.075878	0.061937	0.014922	0.034818	0.028763	0.016565	0.036653	0.0114	0.036289	0.11844	0.065338	-0.040073	0.077862	0.034254	0.063795	0.040326	0.0016642	0.037076	-0.12538	0.074984	0.11316	0.13747	0.054233	0.072827	0.0079175	0.072253	0.05466	0.041741	-0.09261	0.25418	0.069382	1.2179	0.022024	1.6145	0.09667	0.14176	-0.01037	0.62333	
Deletion Peak  1 - CN values	1p36.23 	chr1:1-248956422(probes 1:131045)                   	chr1:8208119-8218751(probes 3179:3185)                	chr1:1-24552299(probes 1:12040)                      	0.011056	   0.23777		Actual Copy Change Given	-0.88202	-0.87541	-0.63363	-0.53348	-0.95268	-0.86263	-0.033541	-0.77371	-0.7921	-0.77133	-0.0050492	0.027638	-0.0058264	-0.78514	-0.51609	-0.83569	0.003191	-0.031086	-0.6368	-0.29544	-0.78879	-0.7699	-0.92427	-0.3078	-0.85888	-0.12395	-0.88557	0.063795	0	-0.083598	0.0016642	-0.89962	-0.78218	-0.87712	-0.74273	-0.0023553	0.00027728	-0.93134	-0.73714	-0.78488	-0.79461	0.068952	-0.8279	-0.038306	-0.73398	0.0013868	0.00069327	-0.028594	0.0026357	-0.38287	-0.81252	-0.013953	0.0059203	-0.76364	-0.85821	-0.38781	-0.20386	-0.83235	-0.0015243	-0.85098	-0.66251	-0.83551	-0.32577	-0.028081	-0.74176	0.0019418	-0.6667	-0.65873	-0.41289	-0.7001	-0.80666	-0.81203	-0.70514	-0.61387	-0.03885	-0.8882	-0.35133	-0.021921	-0.59633	-0.80774	0.028763	-0.077878	-0.77719	-0.82847	-0.80708	0.0114	-0.90457	-0.89657	-0.79945	-0.88318	-0.84441	-0.57704	-0.0091286	-0.75564	-0.68433	-0.48785	0	0.0030522	-0.04577	-0.86079	-0.12742	-0.89473	0.019223	-0.73719	-0.86287	-0.83325	0	-0.90099	-0.34228	-0.024388	-0.70379	-0.8586	-0.73486	-0.36669	-0.00069303	0.0033299	-0.12148	-0.73547	-0.60767	-0.85662	-0.65323	-0.65258	0.0022193	-0.64001	-0.44943	-0.00041585	0	0.0022193	-0.44997	-0.084506	-0.19087	-0.8163	-0.79118	-0.79327	-0.58352	0.02768	
Deletion Peak  2 - CN values	1p36.12 	chr1:1-30789989(probes 1:15001)                      	chr1:22639599-22663251(probes 10969:10983)          	chr1:1-24552299(probes 1:12040)                      	0.01211	   0.14666		Actual Copy Change Given	-0.88202	-0.87541	-0.63325	-0.53348	-0.99713	-0.87268	-0.033541	-0.77997	-0.80815	-0.77133	-0.0050492	0.027638	-0.0058264	-0.78514	-0.51609	-0.82748	0.003191	-0.031086	-0.6368	-0.29544	-0.78879	-0.7699	-0.92427	-0.3078	-0.83825	-0.12395	-0.88557	0.063795	0	-0.083598	0.0016642	-0.89962	-0.78218	-0.87712	-0.74464	-0.0023553	0.00027728	-0.93134	-0.73714	-0.78488	-1.2929	0.068952	-0.8279	-0.038306	-0.73398	0.0013868	0.00069327	-0.028594	0.0026357	-0.38089	-0.77397	-0.013953	0.0059203	-0.76364	-0.85821	-0.38781	-0.20386	-0.81532	-0.0015243	-0.85098	-0.66251	-0.83551	-0.32577	-0.028081	-0.74176	0.0019418	-0.6667	-0.65873	-0.39553	-0.73993	-0.80666	-0.81203	-0.70514	-0.61387	-0.03885	-0.90411	-0.35133	-0.021921	-0.59633	-0.80774	0.028763	-0.077878	-0.77719	-0.82847	-0.7837	0.0114	-0.90457	-0.88666	-0.81108	-0.88409	-0.84441	-0.57704	0.011121	-0.75564	-0.68433	-0.48785	0	0.0030522	-0.04577	-0.86079	-0.12742	-0.89473	0.019223	-0.73416	-0.86287	-0.83325	0	-0.87463	-0.34228	-0.024388	-0.70082	-0.8586	-0.73486	-0.36669	-0.00069303	0.0033299	-0.12148	-0.72897	-0.60767	-0.85662	-0.65323	-0.65258	0.0022193	-0.64387	-0.44943	-0.00041585	0	0.0022193	-0.44997	-0.084506	-0.19087	-0.8163	-0.79118	-0.79327	-0.58352	0.02768	
Deletion Peak  3 - CN values	1p34.2  	chr1:29181136-51240029(probes 13897:25913)          	chr1:30006150-50976325(probes 14484:25810)          	chr1:29191584-31970081(probes 13900:15601)          	0.0055137	   0.01211		Actual Copy Change Given	-0.88202	-0.87541	-0.63325	-0.53348	-0.99325	-0.869	-0.033541	-0.77226	-0.81852	-0.77133	-0.0050492	0	-0.0058264	-0.77829	-0.53993	-0.82748	0.003191	-0.014641	-0.6368	-0.29544	-0.78879	-0.7699	-0.92427	-0.3078	-0.83825	-0.12395	-0.88557	0.063795	0	-0.083598	0.0016642	-0.89962	-0.71248	-0.87712	-0.74464	-0.0023553	0.00027728	-0.91349	-0.72438	-0.78488	-0.80807	0.068952	-0.82195	-0.038306	-0.73398	0.0013868	0.00069327	-0.028594	0.0026357	-0.38089	-0.77235	-0.013953	0.0059203	-0.7482	-0.85821	0.013911	-0.20386	-0.8163	-0.0015243	-0.85098	-0.6517	-0.83551	-0.32577	-0.028081	-0.74176	0.0019418	-0.6667	-0.65873	-0.39553	-0.72349	-0.80517	-0.80609	-0.70514	-0.59977	-0.03885	-0.89112	-0.35133	-0.021921	-0.59633	-0.78958	0.055943	-0.077878	-0.77719	-0.82847	-0.7837	0.0114	-0.90457	-0.88642	-0.80493	-0.88409	-0.83442	-0.57704	0.011121	-0.75564	-0.68433	-0.48785	0	0.0030522	-0.04577	-0.85242	-0.12742	-0.89473	0.019223	-0.72641	-0.85543	-0.83325	0	-0.87463	-0.34228	-0.024388	-0.70082	-0.8586	-0.73486	-0.36669	-0.00069303	0.0033299	0.054518	-0.72897	-0.60824	-0.85662	-0.65323	-0.65155	0.0022193	-0.64387	-0.44943	-0.00041585	0	0.0022193	-0.44997	-0.084506	-0.19087	-0.80964	-0.79118	-0.79327	-0.58352	0.02768	
